Sort,ROW_ID,COL_ID,Riv,AreaID,DisName
1221,43,117,0,78,Big Lost River
1222,32,99,0,78,Big Lost River
1223,46,122,0,78,Big Lost River
1224,35,104,0,78,Big Lost River
1225,49,127,0,78,Big Lost River
1226,38,109,0,78,Big Lost River
1227,52,132,0,78,Big Lost River
1228,41,114,0,78,Big Lost River
1229,44,119,0,78,Big Lost River
1230,33,101,0,78,Big Lost River
1231,47,124,0,78,Big Lost River
1232,36,106,0,78,Big Lost River
1233,50,129,0,78,Big Lost River
1234,39,111,0,78,Big Lost River
1235,53,134,0,78,Big Lost River
1236,42,116,0,78,Big Lost River
1237,31,98,0,78,Big Lost River
1238,45,121,0,78,Big Lost River
1239,34,103,0,78,Big Lost River
1240,48,126,0,78,Big Lost River
1241,37,108,0,78,Big Lost River
1242,51,131,0,78,Big Lost River
1243,40,113,0,78,Big Lost River
1244,43,118,0,78,Big Lost River
1245,32,100,0,78,Big Lost River
1246,46,123,0,78,Big Lost River
1247,35,105,0,78,Big Lost River
1248,49,128,0,78,Big Lost River
1249,38,110,0,78,Big Lost River
1250,52,133,0,78,Big Lost River
1251,41,115,0,78,Big Lost River
1252,30,97,0,78,Big Lost River
1253,44,120,0,78,Big Lost River
1254,33,102,0,78,Big Lost River
1255,47,125,0,78,Big Lost River
1256,36,107,0,78,Big Lost River
1257,50,130,0,78,Big Lost River
1258,39,112,0,78,Big Lost River
1259,53,135,0,78,Big Lost River
1260,42,117,0,78,Big Lost River
1261,31,99,0,78,Big Lost River
1262,45,122,0,78,Big Lost River
1263,34,104,0,78,Big Lost River
1264,48,127,0,78,Big Lost River
1265,37,109,0,78,Big Lost River
1266,51,132,0,78,Big Lost River
1267,40,114,0,78,Big Lost River
1268,43,119,0,78,Big Lost River
1269,32,101,0,78,Big Lost River
1270,46,124,0,78,Big Lost River
1271,35,106,0,78,Big Lost River
1272,49,129,0,78,Big Lost River
1273,38,111,0,78,Big Lost River
1274,52,134,0,78,Big Lost River
1275,41,116,0,78,Big Lost River
1276,30,98,0,78,Big Lost River
1277,44,121,0,78,Big Lost River
1278,33,103,0,78,Big Lost River
1279,47,126,0,78,Big Lost River
1280,36,108,0,78,Big Lost River
1281,50,131,0,78,Big Lost River
1282,39,113,0,78,Big Lost River
1283,53,136,0,78,Big Lost River
1284,42,118,0,78,Big Lost River
1285,31,100,0,78,Big Lost River
1286,45,123,0,78,Big Lost River
1287,34,105,0,78,Big Lost River
1288,48,128,0,78,Big Lost River
1289,37,110,0,78,Big Lost River
1290,51,133,0,78,Big Lost River
1291,40,115,0,78,Big Lost River
1292,29,97,0,78,Big Lost River
1293,54,138,0,78,Big Lost River
1294,43,120,0,78,Big Lost River
1295,32,102,0,78,Big Lost River
1296,46,125,0,78,Big Lost River
1297,35,107,0,78,Big Lost River
1298,49,130,0,78,Big Lost River
1299,38,112,0,78,Big Lost River
1300,52,135,0,78,Big Lost River
1301,41,117,0,78,Big Lost River
1302,30,99,0,78,Big Lost River
1303,55,140,0,78,Big Lost River
1304,44,122,0,78,Big Lost River
1305,33,104,0,78,Big Lost River
1306,47,127,0,78,Big Lost River
1307,36,109,0,78,Big Lost River
1308,50,132,0,78,Big Lost River
1309,39,114,0,78,Big Lost River
1310,53,137,0,78,Big Lost River
1311,42,119,0,78,Big Lost River
1312,31,101,0,78,Big Lost River
1313,45,124,0,78,Big Lost River
1314,34,106,0,78,Big Lost River
1315,48,129,0,78,Big Lost River
1316,37,111,0,78,Big Lost River
1317,51,134,0,78,Big Lost River
1318,40,116,0,78,Big Lost River
1319,54,139,0,78,Big Lost River
1320,43,121,0,78,Big Lost River
1321,32,103,0,78,Big Lost River
1322,46,126,0,78,Big Lost River
1323,35,108,0,78,Big Lost River
1324,49,131,0,78,Big Lost River
1325,38,113,0,78,Big Lost River
1326,52,136,0,78,Big Lost River
1327,41,118,0,78,Big Lost River
1328,30,100,0,78,Big Lost River
1329,55,141,0,78,Big Lost River
1330,44,123,0,78,Big Lost River
1331,33,105,0,78,Big Lost River
1332,47,128,0,78,Big Lost River
1333,36,110,0,78,Big Lost River
1334,50,133,0,78,Big Lost River
1335,39,115,0,78,Big Lost River
1336,53,138,0,78,Big Lost River
1337,42,120,0,78,Big Lost River
1338,31,102,0,78,Big Lost River
1339,45,125,0,78,Big Lost River
1340,34,107,0,78,Big Lost River
1341,48,130,0,78,Big Lost River
1342,37,112,0,78,Big Lost River
1343,51,135,0,78,Big Lost River
1344,40,117,0,78,Big Lost River
1345,29,99,0,78,Big Lost River
1346,54,140,0,78,Big Lost River
1347,43,122,0,78,Big Lost River
1348,32,104,0,78,Big Lost River
1349,46,127,0,78,Big Lost River
1350,35,109,0,78,Big Lost River
1351,49,132,0,78,Big Lost River
1352,38,114,0,78,Big Lost River
1353,52,137,0,78,Big Lost River
1354,41,119,0,78,Big Lost River
1355,30,101,0,78,Big Lost River
1356,44,124,0,78,Big Lost River
1357,33,106,0,78,Big Lost River
1358,47,129,0,78,Big Lost River
1359,36,111,0,78,Big Lost River
1360,50,134,0,78,Big Lost River
1361,39,116,0,78,Big Lost River
1362,53,139,0,78,Big Lost River
1363,42,121,0,78,Big Lost River
1364,31,103,0,78,Big Lost River
1365,45,126,0,78,Big Lost River
1366,34,108,0,78,Big Lost River
1367,48,131,0,78,Big Lost River
1368,37,113,0,78,Big Lost River
1369,51,136,0,78,Big Lost River
1370,40,118,0,78,Big Lost River
1371,29,100,0,78,Big Lost River
1372,54,141,0,78,Big Lost River
1373,43,123,0,78,Big Lost River
1374,32,105,0,78,Big Lost River
1375,46,128,0,78,Big Lost River
1376,35,110,0,78,Big Lost River
1377,49,133,0,78,Big Lost River
1378,38,115,0,78,Big Lost River
1379,52,138,0,78,Big Lost River
1380,41,120,0,78,Big Lost River
1381,30,102,0,78,Big Lost River
1382,44,125,0,78,Big Lost River
1383,33,107,0,78,Big Lost River
1384,47,130,0,78,Big Lost River
1385,36,112,0,78,Big Lost River
1386,50,135,0,78,Big Lost River
1387,39,117,0,78,Big Lost River
1388,53,140,0,78,Big Lost River
1389,42,122,0,78,Big Lost River
1390,31,104,0,78,Big Lost River
1391,45,127,0,78,Big Lost River
1392,34,109,0,78,Big Lost River
1393,48,132,0,78,Big Lost River
1394,37,114,0,78,Big Lost River
1395,51,137,0,78,Big Lost River
1396,40,119,0,78,Big Lost River
1397,29,101,0,78,Big Lost River
1398,54,142,0,78,Big Lost River
1399,43,124,0,78,Big Lost River
1400,32,106,0,78,Big Lost River
1401,46,129,0,78,Big Lost River
1402,35,111,0,78,Big Lost River
1403,49,134,0,78,Big Lost River
1404,38,116,0,78,Big Lost River
1405,52,139,0,78,Big Lost River
1406,41,121,0,78,Big Lost River
1407,30,103,0,78,Big Lost River
1408,44,126,0,78,Big Lost River
1409,33,108,0,78,Big Lost River
1410,47,131,0,78,Big Lost River
1411,36,113,0,78,Big Lost River
1412,50,136,0,78,Big Lost River
1413,39,118,0,78,Big Lost River
1414,53,141,0,78,Big Lost River
1415,42,123,0,78,Big Lost River
1416,31,105,0,78,Big Lost River
1417,45,128,0,78,Big Lost River
1418,34,110,0,78,Big Lost River
1419,48,133,0,78,Big Lost River
1420,37,115,0,78,Big Lost River
1421,51,138,0,78,Big Lost River
1422,40,120,0,78,Big Lost River
1423,29,102,0,78,Big Lost River
1424,43,125,0,78,Big Lost River
1425,32,107,0,78,Big Lost River
1426,46,130,0,78,Big Lost River
1427,35,112,0,78,Big Lost River
1428,49,135,0,78,Big Lost River
1429,38,117,0,78,Big Lost River
1430,52,140,0,78,Big Lost River
1431,41,122,0,78,Big Lost River
1432,30,104,0,78,Big Lost River
1433,44,127,0,78,Big Lost River
1434,33,109,0,78,Big Lost River
1435,47,132,0,78,Big Lost River
1436,36,114,0,78,Big Lost River
1437,50,137,0,78,Big Lost River
1438,39,119,0,78,Big Lost River
1439,28,101,0,78,Big Lost River
1440,53,142,0,78,Big Lost River
1441,42,124,0,78,Big Lost River
1442,31,106,0,78,Big Lost River
1443,45,129,0,78,Big Lost River
1444,34,111,0,78,Big Lost River
1445,48,134,0,78,Big Lost River
1446,37,116,0,78,Big Lost River
1447,51,139,0,78,Big Lost River
1448,40,121,0,78,Big Lost River
1449,29,103,0,78,Big Lost River
1450,43,126,0,78,Big Lost River
1451,32,108,0,78,Big Lost River
1452,46,131,0,78,Big Lost River
1453,35,113,0,78,Big Lost River
1454,49,136,0,78,Big Lost River
1455,38,118,0,78,Big Lost River
1456,52,141,0,78,Big Lost River
1457,41,123,0,78,Big Lost River
1458,30,105,0,78,Big Lost River
1459,44,128,0,78,Big Lost River
1460,33,110,0,78,Big Lost River
1461,47,133,0,78,Big Lost River
1462,50,138,0,78,Big Lost River
1463,39,120,0,78,Big Lost River
1464,53,143,0,78,Big Lost River
1465,42,125,0,78,Big Lost River
1466,31,107,0,78,Big Lost River
1467,45,130,0,78,Big Lost River
1468,34,112,0,78,Big Lost River
1469,48,135,0,78,Big Lost River
1470,37,117,0,78,Big Lost River
1471,51,140,0,78,Big Lost River
1472,40,122,0,78,Big Lost River
1473,29,104,0,78,Big Lost River
1474,43,127,0,78,Big Lost River
1475,32,109,0,78,Big Lost River
1476,46,132,0,78,Big Lost River
1477,35,114,0,78,Big Lost River
1478,49,137,0,78,Big Lost River
1479,38,119,0,78,Big Lost River
1480,52,142,0,78,Big Lost River
1481,41,124,0,78,Big Lost River
1482,30,106,0,78,Big Lost River
1483,44,129,0,78,Big Lost River
1484,33,111,0,78,Big Lost River
1485,47,134,0,78,Big Lost River
1486,50,139,0,78,Big Lost River
1487,39,121,0,78,Big Lost River
1488,28,103,0,78,Big Lost River
1489,42,126,0,78,Big Lost River
1490,31,108,0,78,Big Lost River
1491,45,131,0,78,Big Lost River
1492,34,113,0,78,Big Lost River
1493,48,136,0,78,Big Lost River
1494,37,118,0,78,Big Lost River
1495,51,141,0,78,Big Lost River
1496,40,123,0,78,Big Lost River
1497,29,105,0,78,Big Lost River
1498,43,128,0,78,Big Lost River
1499,32,110,0,78,Big Lost River
1500,46,133,0,78,Big Lost River
1501,49,138,0,78,Big Lost River
1502,38,120,0,78,Big Lost River
1503,52,143,0,78,Big Lost River
1504,41,125,0,78,Big Lost River
1505,30,107,0,78,Big Lost River
1506,44,130,0,78,Big Lost River
1507,33,112,0,78,Big Lost River
1508,47,135,0,78,Big Lost River
1509,36,117,0,78,Big Lost River
1510,50,140,0,78,Big Lost River
1511,39,122,0,78,Big Lost River
1512,28,104,0,78,Big Lost River
1513,42,127,0,78,Big Lost River
1514,31,109,0,78,Big Lost River
1515,45,132,0,78,Big Lost River
1516,48,137,0,78,Big Lost River
1517,37,119,0,78,Big Lost River
1518,51,142,0,78,Big Lost River
1519,40,124,0,78,Big Lost River
1520,29,106,0,78,Big Lost River
1521,43,129,0,78,Big Lost River
1522,32,111,0,78,Big Lost River
1523,46,134,0,78,Big Lost River
1524,49,139,0,78,Big Lost River
1525,38,121,0,78,Big Lost River
1526,52,144,0,78,Big Lost River
1527,41,126,0,78,Big Lost River
1528,30,108,0,78,Big Lost River
1529,44,131,0,78,Big Lost River
1530,33,113,0,78,Big Lost River
1531,47,136,0,78,Big Lost River
1532,36,118,0,78,Big Lost River
1533,50,141,0,78,Big Lost River
1534,39,123,0,78,Big Lost River
1535,28,105,0,78,Big Lost River
1536,53,146,0,78,Big Lost River
1537,42,128,0,78,Big Lost River
1538,31,110,0,78,Big Lost River
1539,45,133,0,78,Big Lost River
1540,48,138,0,78,Big Lost River
1541,37,120,0,78,Big Lost River
1542,51,143,0,78,Big Lost River
1543,40,125,0,78,Big Lost River
1544,29,107,0,78,Big Lost River
1545,43,130,0,78,Big Lost River
1546,32,112,0,78,Big Lost River
1547,46,135,0,78,Big Lost River
1548,49,140,0,78,Big Lost River
1549,38,122,0,78,Big Lost River
1550,52,145,0,78,Big Lost River
1551,41,127,0,78,Big Lost River
1552,30,109,0,78,Big Lost River
1553,44,132,0,78,Big Lost River
1554,47,137,0,78,Big Lost River
1555,36,119,0,78,Big Lost River
1556,50,142,0,78,Big Lost River
1557,39,124,0,78,Big Lost River
1558,28,106,0,78,Big Lost River
1559,42,129,0,78,Big Lost River
1560,31,111,0,78,Big Lost River
1561,45,134,0,78,Big Lost River
1562,48,139,0,78,Big Lost River
1563,51,144,0,78,Big Lost River
1564,40,126,0,78,Big Lost River
1565,29,108,0,78,Big Lost River
1566,43,131,0,78,Big Lost River
1567,46,136,0,78,Big Lost River
1568,49,141,0,78,Big Lost River
1569,38,123,0,78,Big Lost River
1570,27,105,0,78,Big Lost River
1571,52,146,0,78,Big Lost River
1572,41,128,0,78,Big Lost River
1573,30,110,0,78,Big Lost River
1574,44,133,0,78,Big Lost River
1575,47,138,0,78,Big Lost River
1576,50,143,0,78,Big Lost River
1577,39,125,0,78,Big Lost River
1578,28,107,0,78,Big Lost River
1579,42,130,0,78,Big Lost River
1580,45,135,0,78,Big Lost River
1581,48,140,0,78,Big Lost River
1582,37,122,0,78,Big Lost River
1583,51,145,0,78,Big Lost River
1584,40,127,0,78,Big Lost River
1585,29,109,0,78,Big Lost River
1586,43,132,0,78,Big Lost River
1587,46,137,0,78,Big Lost River
1588,49,142,0,78,Big Lost River
1589,38,124,0,78,Big Lost River
1590,52,147,0,78,Big Lost River
1591,41,129,0,78,Big Lost River
1592,30,111,0,78,Big Lost River
1593,44,134,0,78,Big Lost River
1594,47,139,0,78,Big Lost River
1595,50,144,0,78,Big Lost River
1596,39,126,0,78,Big Lost River
1597,28,108,0,78,Big Lost River
1598,42,131,0,78,Big Lost River
1599,45,136,0,78,Big Lost River
1600,48,141,0,78,Big Lost River
1601,37,123,0,78,Big Lost River
1602,51,146,0,78,Big Lost River
1603,40,128,0,78,Big Lost River
1604,29,110,0,78,Big Lost River
1605,43,133,0,78,Big Lost River
1606,46,138,0,78,Big Lost River
1607,49,143,0,78,Big Lost River
1608,38,125,0,78,Big Lost River
1609,27,107,0,78,Big Lost River
1610,41,130,0,78,Big Lost River
1611,44,135,0,78,Big Lost River
1612,47,140,0,78,Big Lost River
1613,50,145,0,78,Big Lost River
1614,39,127,0,78,Big Lost River
1615,28,109,0,78,Big Lost River
1616,42,132,0,78,Big Lost River
1617,45,137,0,78,Big Lost River
1618,48,142,0,78,Big Lost River
1619,37,124,0,78,Big Lost River
1620,51,147,0,78,Big Lost River
1621,40,129,0,78,Big Lost River
1622,29,111,0,78,Big Lost River
1623,43,134,0,78,Big Lost River
1624,46,139,0,78,Big Lost River
1625,49,144,0,78,Big Lost River
1626,38,126,0,78,Big Lost River
1627,27,108,0,78,Big Lost River
1628,41,131,0,78,Big Lost River
1629,44,136,0,78,Big Lost River
1630,47,141,0,78,Big Lost River
1631,50,146,0,78,Big Lost River
1632,39,128,0,78,Big Lost River
1633,28,110,0,78,Big Lost River
1634,42,133,0,78,Big Lost River
1635,45,138,0,78,Big Lost River
1636,48,143,0,78,Big Lost River
1637,37,125,0,78,Big Lost River
1638,40,130,0,78,Big Lost River
1639,43,135,0,78,Big Lost River
1640,46,140,0,78,Big Lost River
1641,49,145,0,78,Big Lost River
1642,38,127,0,78,Big Lost River
1643,27,109,0,78,Big Lost River
1644,41,132,0,78,Big Lost River
1645,44,137,0,78,Big Lost River
1646,47,142,0,78,Big Lost River
1647,50,147,0,78,Big Lost River
1648,39,129,0,78,Big Lost River
1649,28,111,0,78,Big Lost River
1650,42,134,0,78,Big Lost River
1651,45,139,0,78,Big Lost River
1652,48,144,0,78,Big Lost River
1653,37,126,0,78,Big Lost River
1654,26,108,0,78,Big Lost River
1655,40,131,0,78,Big Lost River
1656,43,136,0,78,Big Lost River
1657,46,141,0,78,Big Lost River
1658,49,146,0,78,Big Lost River
1659,38,128,0,78,Big Lost River
1660,27,110,0,78,Big Lost River
1661,41,133,0,78,Big Lost River
1662,44,138,0,78,Big Lost River
1663,47,143,0,78,Big Lost River
1664,50,148,0,78,Big Lost River
1665,39,130,0,78,Big Lost River
1666,28,112,0,78,Big Lost River
1667,42,135,0,78,Big Lost River
1668,45,140,0,78,Big Lost River
1669,48,145,0,78,Big Lost River
1670,37,127,0,78,Big Lost River
1671,26,109,0,78,Big Lost River
1672,40,132,0,78,Big Lost River
1673,43,137,0,78,Big Lost River
1674,46,142,0,78,Big Lost River
1675,49,147,0,78,Big Lost River
1676,38,129,0,78,Big Lost River
1677,58,129,0,42,Big Lost River
1678,56,126,0,42,Big Lost River
1679,59,131,0,42,Big Lost River
1680,57,128,0,42,Big Lost River
1681,58,130,0,42,Big Lost River
1682,59,133,0,42,Big Lost River
1683,58,134,0,42,Big Lost River
1684,57,134,0,42,Big Lost River
1685,56,135,0,42,Big Lost River
1686,54,136,0,42,Big Lost River
1687,56,140,0,42,Big Lost River
1688,54,137,0,42,Big Lost River
1689,55,139,0,42,Big Lost River
1690,56,141,0,42,Big Lost River
1691,48,111,0,0,Big Lost River
1692,51,116,0,0,Big Lost River
1693,46,108,0,0,Big Lost River
1694,49,113,0,0,Big Lost River
1695,52,118,0,0,Big Lost River
1696,47,110,0,0,Big Lost River
1697,50,115,0,0,Big Lost River
1698,48,112,0,0,Big Lost River
1699,51,117,0,0,Big Lost River
1700,40,99,0,0,Big Lost River
1701,43,104,0,0,Big Lost River
1702,46,109,0,0,Big Lost River
1703,49,114,0,0,Big Lost River
1704,38,96,0,0,Big Lost River
1705,52,119,0,0,Big Lost River
1706,41,101,0,0,Big Lost River
1707,55,124,0,0,Big Lost River
1708,44,106,0,0,Big Lost River
1709,47,111,0,0,Big Lost River
1710,36,93,0,0,Big Lost River
1711,50,116,0,0,Big Lost River
1712,39,98,0,0,Big Lost River
1713,53,121,0,0,Big Lost River
1714,42,103,0,0,Big Lost River
1715,45,108,0,0,Big Lost River
1716,48,113,0,0,Big Lost River
1717,37,95,0,0,Big Lost River
1718,51,118,0,0,Big Lost River
1719,40,100,0,0,Big Lost River
1720,54,123,0,0,Big Lost River
1721,43,105,0,0,Big Lost River
1722,46,110,0,0,Big Lost River
1723,35,92,0,0,Big Lost River
1724,49,115,0,0,Big Lost River
1725,52,120,0,0,Big Lost River
1726,55,125,0,0,Big Lost River
1727,56,142,0,0,Big Lost River
1728,55,142,0,0,Big Lost River
1729,54,143,0,0,Big Lost River
1730,53,145,0,0,Big Lost River
1731,53,147,0,0,Big Lost River
1732,53,148,0,0,Big Lost River
1733,52,148,0,0,Big Lost River
1734,36,123,0,0,Big Lost River
1735,51,148,0,0,Big Lost River
1736,36,124,0,0,Big Lost River
1737,51,149,0,0,Big Lost River
1738,36,125,0,0,Big Lost River
1739,50,149,0,0,Big Lost River
1740,35,125,0,0,Big Lost River
1741,35,126,0,0,Big Lost River
1742,49,149,0,0,Big Lost River
1743,34,126,0,0,Big Lost River
1744,34,127,0,0,Big Lost River
1745,48,150,0,0,Big Lost River
1746,33,127,0,0,Big Lost River
1747,34,129,0,0,Big Lost River
1748,35,131,0,0,Big Lost River
1749,33,128,0,0,Big Lost River
1750,34,130,0,0,Big Lost River
1751,33,129,0,0,Big Lost River
1752,34,131,0,0,Big Lost River
1753,46,151,0,0,Big Lost River
1754,34,132,0,0,Big Lost River
1755,33,131,0,0,Big Lost River
1756,45,151,0,0,Big Lost River
1757,34,133,0,0,Big Lost River
1758,33,132,0,0,Big Lost River
1759,45,152,0,0,Big Lost River
1760,34,134,0,0,Big Lost River
1761,34,135,0,0,Big Lost River
1762,43,150,0,0,Big Lost River
1763,33,135,0,0,Big Lost River
1764,42,150,0,0,Big Lost River
1765,32,135,0,0,Big Lost River
1766,41,151,0,0,Big Lost River
1767,40,150,0,0,Big Lost River
1768,40,152,0,0,Big Lost River
1769,38,149,0,0,Big Lost River
1770,39,151,0,0,Big Lost River
1771,38,150,0,0,Big Lost River
1772,37,149,0,0,Big Lost River
1773,27,111,0,78,Big Lost River
1774,41,134,0,78,Big Lost River
1775,44,139,0,78,Big Lost River
1776,47,144,0,78,Big Lost River
1777,36,126,0,78,Big Lost River
1778,39,131,0,78,Big Lost River
1779,42,136,0,78,Big Lost River
1780,45,141,0,78,Big Lost River
1781,48,146,0,78,Big Lost River
1782,37,128,0,78,Big Lost River
1783,26,110,0,78,Big Lost River
1784,40,133,0,78,Big Lost River
1785,43,138,0,78,Big Lost River
1786,46,143,0,78,Big Lost River
1787,49,148,0,78,Big Lost River
1788,38,130,0,78,Big Lost River
1789,27,112,0,78,Big Lost River
1790,41,135,0,78,Big Lost River
1791,44,140,0,78,Big Lost River
1792,47,145,0,78,Big Lost River
1793,36,127,0,78,Big Lost River
1794,39,132,0,78,Big Lost River
1795,42,137,0,78,Big Lost River
1796,45,142,0,78,Big Lost River
1797,48,147,0,78,Big Lost River
1798,37,129,0,78,Big Lost River
1799,26,111,0,78,Big Lost River
1800,40,134,0,78,Big Lost River
1801,43,139,0,78,Big Lost River
1802,46,144,0,78,Big Lost River
1803,38,131,0,78,Big Lost River
1804,41,136,0,78,Big Lost River
1805,44,141,0,78,Big Lost River
1806,47,146,0,78,Big Lost River
1807,36,128,0,78,Big Lost River
1808,25,110,0,78,Big Lost River
1809,39,133,0,78,Big Lost River
1810,42,138,0,78,Big Lost River
1811,45,143,0,78,Big Lost River
1812,48,148,0,78,Big Lost River
1813,37,130,0,78,Big Lost River
1814,26,112,0,78,Big Lost River
1815,40,135,0,78,Big Lost River
1816,43,140,0,78,Big Lost River
1817,46,145,0,78,Big Lost River
1818,35,127,0,78,Big Lost River
1819,38,132,0,78,Big Lost River
1820,41,137,0,78,Big Lost River
1821,44,142,0,78,Big Lost River
1822,47,147,0,78,Big Lost River
1823,36,129,0,78,Big Lost River
1824,25,111,0,78,Big Lost River
1825,39,134,0,78,Big Lost River
1826,42,139,0,78,Big Lost River
1827,45,144,0,78,Big Lost River
1828,48,149,0,78,Big Lost River
1829,37,131,0,78,Big Lost River
1830,26,113,0,78,Big Lost River
1831,40,136,0,78,Big Lost River
1832,43,141,0,78,Big Lost River
1833,46,146,0,78,Big Lost River
1834,35,128,0,78,Big Lost River
1835,38,133,0,78,Big Lost River
1836,41,138,0,78,Big Lost River
1837,44,143,0,78,Big Lost River
1838,47,148,0,78,Big Lost River
1839,36,130,0,78,Big Lost River
1840,25,112,0,78,Big Lost River
1841,39,135,0,78,Big Lost River
1842,42,140,0,78,Big Lost River
1843,45,145,0,78,Big Lost River
1844,37,132,0,78,Big Lost River
1845,40,137,0,78,Big Lost River
1846,43,142,0,78,Big Lost River
1847,46,147,0,78,Big Lost River
1848,35,129,0,78,Big Lost River
1849,24,111,0,78,Big Lost River
1850,38,134,0,78,Big Lost River
1851,41,139,0,78,Big Lost River
1852,44,144,0,78,Big Lost River
1853,47,149,0,78,Big Lost River
1854,36,131,0,78,Big Lost River
1855,25,113,0,78,Big Lost River
1856,39,136,0,78,Big Lost River
1857,42,141,0,78,Big Lost River
1858,45,146,0,78,Big Lost River
1859,34,128,0,78,Big Lost River
1860,37,133,0,78,Big Lost River
1861,40,138,0,78,Big Lost River
1862,43,143,0,78,Big Lost River
1863,46,148,0,78,Big Lost River
1864,35,130,0,78,Big Lost River
1865,24,112,0,78,Big Lost River
1866,38,135,0,78,Big Lost River
1867,41,140,0,78,Big Lost River
1868,44,145,0,78,Big Lost River
1869,47,150,0,78,Big Lost River
1870,36,132,0,78,Big Lost River
1871,25,114,0,78,Big Lost River
1872,39,137,0,78,Big Lost River
1873,42,142,0,78,Big Lost River
1874,45,147,0,78,Big Lost River
1875,23,111,0,78,Big Lost River
1876,37,134,0,78,Big Lost River
1877,40,139,0,78,Big Lost River
1878,43,144,0,78,Big Lost River
1879,46,149,0,78,Big Lost River
1880,24,113,0,78,Big Lost River
1881,38,136,0,78,Big Lost River
1882,41,141,0,78,Big Lost River
1883,44,146,0,78,Big Lost River
1884,36,133,0,78,Big Lost River
1885,39,138,0,78,Big Lost River
1886,42,143,0,78,Big Lost River
1887,45,148,0,78,Big Lost River
1888,23,112,0,78,Big Lost River
1889,37,135,0,78,Big Lost River
1890,40,140,0,78,Big Lost River
1891,43,145,0,78,Big Lost River
1892,21,109,0,78,Big Lost River
1893,46,150,0,78,Big Lost River
1894,35,132,0,78,Big Lost River
1895,24,114,0,78,Big Lost River
1896,38,137,0,78,Big Lost River
1897,41,142,0,78,Big Lost River
1898,44,147,0,78,Big Lost River
1899,22,111,0,78,Big Lost River
1900,36,134,0,78,Big Lost River
1901,39,139,0,78,Big Lost River
1902,42,144,0,78,Big Lost River
1903,45,149,0,78,Big Lost River
1904,23,113,0,78,Big Lost River
1905,37,136,0,78,Big Lost River
1906,40,141,0,78,Big Lost River
1907,43,146,0,78,Big Lost River
1908,21,110,0,78,Big Lost River
1909,35,133,0,78,Big Lost River
1910,38,138,0,78,Big Lost River
1911,41,143,0,78,Big Lost River
1912,44,148,0,78,Big Lost River
1913,22,112,0,78,Big Lost River
1914,36,135,0,78,Big Lost River
1915,39,140,0,78,Big Lost River
1916,42,145,0,78,Big Lost River
1917,20,109,0,78,Big Lost River
1918,45,150,0,78,Big Lost River
1919,23,114,0,78,Big Lost River
1920,37,137,0,78,Big Lost River
1921,40,142,0,78,Big Lost River
1922,43,147,0,78,Big Lost River
1923,21,111,0,78,Big Lost River
1924,35,134,0,78,Big Lost River
1925,38,139,0,78,Big Lost River
1926,41,144,0,78,Big Lost River
1927,44,149,0,78,Big Lost River
1928,22,113,0,78,Big Lost River
1929,36,136,0,78,Big Lost River
1930,39,141,0,78,Big Lost River
1931,42,146,0,78,Big Lost River
1932,20,110,0,78,Big Lost River
1933,37,138,0,78,Big Lost River
1934,40,143,0,78,Big Lost River
1935,43,148,0,78,Big Lost River
1936,21,112,0,78,Big Lost River
1937,35,135,0,78,Big Lost River
1938,38,140,0,78,Big Lost River
1939,41,145,0,78,Big Lost River
1940,44,150,0,78,Big Lost River
1941,22,114,0,78,Big Lost River
1942,36,137,0,78,Big Lost River
1943,39,142,0,78,Big Lost River
1944,42,147,0,78,Big Lost River
1945,20,111,0,78,Big Lost River
1946,37,139,0,78,Big Lost River
1947,40,144,0,78,Big Lost River
1948,43,149,0,78,Big Lost River
1949,21,113,0,78,Big Lost River
1950,35,136,0,78,Big Lost River
1951,38,141,0,78,Big Lost River
1952,41,146,0,78,Big Lost River
1953,19,110,0,78,Big Lost River
1954,22,115,0,78,Big Lost River
1955,36,138,0,78,Big Lost River
1956,39,143,0,78,Big Lost River
1957,42,148,0,78,Big Lost River
1958,20,112,0,78,Big Lost River
1959,37,140,0,78,Big Lost River
1960,40,145,0,78,Big Lost River
1961,21,114,0,78,Big Lost River
1962,35,137,0,78,Big Lost River
1963,38,142,0,78,Big Lost River
1964,41,147,0,78,Big Lost River
1965,19,111,0,78,Big Lost River
1966,36,139,0,78,Big Lost River
1967,39,144,0,78,Big Lost River
1968,42,149,0,78,Big Lost River
1969,20,113,0,78,Big Lost River
1970,34,136,0,78,Big Lost River
1971,37,141,0,78,Big Lost River
1972,40,146,0,78,Big Lost River
1973,18,110,0,78,Big Lost River
1974,21,115,0,78,Big Lost River
1975,35,138,0,78,Big Lost River
1976,38,143,0,78,Big Lost River
1977,41,148,0,78,Big Lost River
1978,19,112,0,78,Big Lost River
1979,36,140,0,78,Big Lost River
1980,39,145,0,78,Big Lost River
1981,17,109,0,78,Big Lost River
1982,20,114,0,78,Big Lost River
1983,34,137,0,78,Big Lost River
1984,37,142,0,78,Big Lost River
1985,40,147,0,78,Big Lost River
1986,18,111,0,78,Big Lost River
1987,35,139,0,78,Big Lost River
1988,38,144,0,78,Big Lost River
1989,41,149,0,78,Big Lost River
1990,19,113,0,78,Big Lost River
1991,33,136,0,78,Big Lost River
1992,36,141,0,78,Big Lost River
1993,39,146,0,78,Big Lost River
1994,17,110,0,78,Big Lost River
1995,20,115,0,78,Big Lost River
1996,34,138,0,78,Big Lost River
